Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,58.58000183105469,59.189998626708984,57.810001373291016,59.029998779296875,51.93534469604492,4513500
2021-01-05,58.959999084472656,59.650001525878906,58.54999923706055,59.09000015258789,51.9881477355957,2739000
2021-01-06,58.97999954223633,59.58000183105469,58.81999969482422,58.939998626708984,51.85616683959961,3630200
2021-01-07,58.5,58.81999969482422,57.939998626708984,57.95000076293945,51.43017578125,3395700
2021-01-08,58.0,58.09000015258789,56.220001220703125,56.400001525878906,50.05455780029297,6715100
2021-01-11,56.380001068115234,56.66999816894531,55.400001525878906,55.56999969482422,49.31793975830078,5552000
2021-01-12,55.45000076293945,55.5099983215332,53.959999084472656,54.369998931884766,48.25294876098633,10158700
2021-01-13,54.560001373291016,55.790000915527344,54.13999938964844,55.38999938964844,49.15818786621094,8174900
2021-01-14,55.41999816894531,55.7599983215332,54.47999954223633,55.75,49.477684020996094,6436300
2021-01-15,55.720001220703125,56.66999816894531,55.150001525878906,56.2400016784668,49.91255569458008,8579300
2021-01-19,56.619998931884766,56.630001068115234,55.630001068115234,55.66999816894531,49.40668487548828,3898300
2021-01-20,55.619998931884766,55.68000030517578,54.52000045776367,55.34000015258789,49.11381149291992,4428400
2021-01-21,55.279998779296875,55.529998779296875,54.90999984741211,55.290000915527344,49.069435119628906,3058600
2021-01-22,55.18000030517578,56.09000015258789,54.7599983215332,55.970001220703125,49.672935485839844,4745400
2021-01-25,55.91999816894531,58.290000915527344,55.88999938964844,57.900001525878906,51.385799407958984,6958800
2021-01-26,57.86000061035156,59.220001220703125,57.400001525878906,59.130001068115234,52.47740936279297,6024900
2021-01-27,59.099998474121094,61.459999084472656,59.0099983215332,60.400001525878906,53.604530334472656,7344900
2021-01-28,60.349998474121094,61.20000076293945,58.56999969482422,59.36000061035156,52.68153762817383,7919100
2021-01-29,59.25,60.189998626708984,57.97999954223633,58.099998474121094,51.56329345703125,7118900
2021-02-01,58.119998931884766,58.4900016784668,57.04999923706055,57.54999923706055,51.075172424316406,5139500
2021-02-02,57.900001525878906,58.349998474121094,57.08000183105469,57.619998931884766,51.137290954589844,3811000
2021-02-03,57.459999084472656,57.70000076293945,56.41999816894531,56.81999969482422,50.427303314208984,3793400
2021-02-04,56.75,57.529998779296875,56.279998779296875,56.900001525878906,50.4983024597168,3195000
2021-02-05,56.97999954223633,57.65999984741211,56.65999984741211,57.400001525878906,50.942047119140625,3166900
2021-02-08,57.5,57.779998779296875,57.20000076293945,57.70000076293945,51.20830154418945,2990500
2021-02-09,57.939998626708984,58.099998474121094,57.349998474121094,57.66999816894531,51.18167495727539,1744100
2021-02-10,58.0099983215332,58.18000030517578,57.45000076293945,58.09000015258789,51.554420471191406,2704900
2021-02-11,58.150001525878906,58.16999816894531,56.70000076293945,56.90999984741211,50.507171630859375,2893100
2021-02-12,56.81999969482422,57.150001525878906,56.380001068115234,57.119998931884766,50.69355010986328,3422700
2021-02-16,56.790000915527344,56.900001525878906,55.869998931884766,56.290000915527344,49.95693588256836,4162300
2021-02-17,56.040000915527344,56.86000061035156,55.869998931884766,56.810001373291016,50.41843032836914,3022700
2021-02-18,56.779998779296875,58.400001525878906,56.63999938964844,58.02000045776367,51.49229049682617,3027600
2021-02-19,58.02000045776367,58.130001068115234,56.47999954223633,56.5,50.143306732177734,3381600
2021-02-22,56.529998779296875,56.619998931884766,55.56999969482422,56.16999816894531,49.850425720214844,3878900
2021-02-23,56.310001373291016,57.060001373291016,55.95000076293945,56.81999969482422,50.427303314208984,3249700
2021-02-24,56.790000915527344,56.90999984741211,56.15999984741211,56.20000076293945,49.87705612182617,3648400
2021-02-25,56.279998779296875,56.84000015258789,55.58000183105469,55.84000015258789,49.55756759643555,3846800
2021-02-26,55.93000030517578,56.130001068115234,54.869998931884766,55.0099983215332,48.82093811035156,5642500
2021-03-01,55.13999938964844,55.52000045776367,54.630001068115234,54.7400016784668,48.581321716308594,5634800
2021-03-02,54.880001068115234,55.310001373291016,54.310001373291016,55.06999969482422,48.87419128417969,4198600
2021-03-03,54.869998931884766,55.33000183105469,54.61000061035156,54.88999938964844,48.71444320678711,3459500
2021-03-04,54.9900016784668,56.31999969482422,54.900001525878906,55.290000915527344,49.069435119628906,5633900
2021-03-05,55.56999969482422,57.060001373291016,55.279998779296875,56.779998779296875,50.39179992675781,6444300
2021-03-08,57.0099983215332,58.29999923706055,56.59000015258789,57.7599983215332,51.26154327392578,3993600
2021-03-09,57.68000030517578,58.40999984741211,57.27000045776367,57.400001525878906,50.942047119140625,3634800
2021-03-10,57.56999969482422,59.2599983215332,56.90999984741211,58.560001373291016,51.97153854370117,6827700
2021-03-11,58.310001373291016,58.880001068115234,58.119998931884766,58.130001068115234,51.58992004394531,4993000
2021-03-12,58.09000015258789,58.83000183105469,57.97999954223633,58.75,52.140159606933594,4302300
