Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,95.30000305175781,95.95999908447266,90.75,90.81999969482422,74.93333435058594,1240100
2021-01-05,91.31999969482422,92.81999969482422,89.98999786376953,90.08999633789062,74.3310317993164,1200500
2021-01-06,90.66000366210938,92.7699966430664,89.76000213623047,91.41999816894531,75.42837524414062,1960000
2021-01-07,91.44999694824219,91.44999694824219,89.37999725341797,90.25,74.46306610107422,1179600
2021-01-08,90.05000305175781,90.87999725341797,89.13999938964844,90.04000091552734,74.289794921875,1123300
2021-01-11,89.05000305175781,90.27999877929688,88.77999877929688,89.58999633789062,73.91851043701172,1534100
2021-01-12,90.18000030517578,91.68000030517578,89.19999694824219,91.45999908447266,75.46139526367188,1075500
2021-01-13,91.55000305175781,92.93000030517578,91.3499984741211,92.08999633789062,75.98118591308594,1302100
2021-01-14,92.97000122070312,95.0,92.0,94.55000305175781,78.01087188720703,1209900
2021-01-15,94.20999908447266,95.44000244140625,92.66999816894531,95.1500015258789,78.50592803955078,1026600
2021-01-19,95.54000091552734,95.54000091552734,92.86000061035156,93.29000091552734,76.97128295898438,1139300
2021-01-20,92.8499984741211,94.87000274658203,92.5199966430664,93.55999755859375,77.19405364990234,947400
2021-01-21,93.01000213623047,93.80999755859375,90.7699966430664,91.9800033569336,75.89044189453125,1472700
2021-01-22,91.08999633789062,91.5999984741211,90.1500015258789,91.30000305175781,75.32937622070312,809100
2021-01-25,90.69999694824219,91.94999694824219,89.5,91.27999877929688,75.3128890991211,1107000
2021-01-26,92.02999877929688,93.11000061035156,91.2300033569336,92.72000122070312,76.5009994506836,944000
2021-01-27,92.0,92.06999969482422,88.44999694824219,89.72000122070312,74.0257568359375,1582900
2021-01-28,89.94000244140625,94.05999755859375,89.48999786376953,91.91999816894531,75.84093475341797,1576500
2021-01-29,90.81999969482422,93.58000183105469,90.06999969482422,91.2699966430664,75.30462646484375,1633700
2021-02-01,91.5999984741211,91.94999694824219,88.87999725341797,90.2300033569336,74.44654083251953,1527200
2021-02-02,90.68000030517578,90.68000030517578,88.88999938964844,90.5,74.66932678222656,1223600
2021-02-03,89.9800033569336,91.58999633789062,88.88999938964844,91.0199966430664,75.09835052490234,1000900
2021-02-04,91.51000213623047,93.19999694824219,91.06999969482422,92.41999816894531,76.25347137451172,1013000
2021-02-05,93.4000015258789,93.4000015258789,91.37999725341797,92.12000274658203,76.00594329833984,878900
2021-02-08,92.30000305175781,95.51000213623047,92.0199966430664,95.3499984741211,78.67093658447266,1132100
2021-02-09,95.69999694824219,96.16999816894531,94.73999786376953,95.9800033569336,79.19073486328125,752300
2021-02-10,96.5999984741211,97.77999877929688,94.4800033569336,94.66999816894531,78.10989379882812,1106400
2021-02-11,94.72000122070312,95.0999984741211,93.31999969482422,94.93000030517578,78.32439422607422,896400
2021-02-12,94.44000244140625,95.13999938964844,93.33000183105469,94.0999984741211,77.63958740234375,593700
2021-02-16,94.5,94.91999816894531,92.4800033569336,92.72000122070312,76.5009994506836,1258400
2021-02-17,93.27999877929688,93.27999877929688,91.69000244140625,92.75,76.52574157714844,912600
2021-02-18,92.29000091552734,92.79000091552734,90.97000122070312,91.66999816894531,75.6346664428711,795600
2021-02-19,91.80999755859375,92.81999969482422,91.16000366210938,92.23999786376953,76.10494232177734,903800
2021-02-22,92.66000366210938,96.75,92.29000091552734,96.45999908447266,79.58676147460938,1610700
